"ndc","rxcui","va"
"51991000633",1607617,"CN609"
"51991000690",1607617,"CN609"
"51991018142",404369,"TN410"
"51991029201",312136,"CN400"
"51991029205",312136,"CN400"
"51991029301",312137,"CN400"
"51991029401",312138,"CN400"
"51991031133",1874559,"CN609"
"51991031190",1874559,"CN609"
"51991031233",1874553,"CN609"
"51991031290",1874553,"CN609"
"51991034906",809987,"CN400"
"51991035578",314209,"CN105"
"51991036378",312837,"CN105"
"51991047428",1359127,"HS900"
"51991052601",313222,"AM700"
"51991062033",199224,"AN900"
"51991062090",199224,"AN900"
"51991062328",1359124,"HS900"
"51991070401",308047,"CN302"
"51991070405",308047,"CN302"
"51991070501",308048,"CN302"
"51991070505",308048,"CN302"
"51991070510",308048,"CN302"
"51991070601",197321,"CN302"
"51991070605",197321,"CN302"
"51991070610",197321,"CN302"
"51991070701",197322,"CN302"
"51991070705",197322,"CN302"
"51991074605",596926,"CN609"
"51991074690",596926,"CN609"
"51991074710",596930,"CN609"
"51991074790",596930,"CN609"
"51991074810",596934,"CN609"
"51991074890",596934,"CN609"
"51991075033",616402,"CN609"
"51991075090",616402,"CN609"
"51991075933",200064,"AN900"
"51991075990",200064,"AN900"
"51991081403",1797867,"NT400"
"51991081701",856535,"CV100"
"51991081801",856569,"CV100"
"51991081901",856460,"CV100"
"51991082001",856481,"CV100"
"51991082333",1119400,"AN900"
"51991082428",845507,"AN900"
"51991087733",351256,"CV704"
"51991090701",198252,"AM250"
"51991098101",854894,"CN309"
"51991098201",854880,"CN309"
"52015008001",1111110,"AM200"
"52187053606",999613,"DE500"
"52187053606",999613,"DE752"
"52268001201",1001690,"GA202"
"52268020101",2465556,"GA202"
"52427057630",1190110,"CN609"
"52427066430",410584,"CN609"
"52427067230",251201,"CN609"
"52427080690",1115013,"CN400"
"52427080690",1115013,"CN900"
"52536010605",2000134,"AM900"
"52536018003",310155,"AM200"
"52536051003",884385,"CN801"
"52536052003",1535454,"CN801"
"52536062501",2047882,"HS100"
"52536062510",835840,"HS100"
"52544069130",1091632,"CV200"
"52544069430",1091638,"CV200"
"52565003330",310152,"DE752"
"52652500101",2184126,"CV200"
"52747062130",1923302,NA
"52817-0180-00",884173,"CV490"
"52817-0181-10",884185,"CV490"
"52817018000",884173,"CV490"
"52817018010",884173,"CV490"
"52817018110",884185,"CV490"
"52817018210",884189,"CV490"
"52817019500",835603,"CN101"
"52817019610",2179635,"CN101"
"52817020010",197303,"CV703"
"52817031910",430902,"MS200"
"52817032000",197391,"MS200"
"52817032010",197391,"MS200"
"52817032110",197392,"MS200"
"52817032410",993470,"CV900"
"52817033010",828320,"MS200"
"52817033050",828320,"MS200"
"52817033200",828348,"MS200"
"52817033210",828348,"MS200"
"52817034550",993541,"CN609"
"52817035810",1606347,"CV100"
"52817036000",866924,"CV100"
"52817036100",866514,"CV100"
"52817036200",866511,"CV100"
"52817036210",866511,"CV100"
"52817038510",379804,"HS502"
"52817061516",2395808,"CN101"
"52817080030",309370,"DE102"
"52817081154",1014314,"DE200"
"52817081615",197305,"OT109"
"52817082415",197405,"DE200"
"52937000120",1304985,"CV350"
"53489011802",1649405,"AM250"
"53489011902",1649988,"AM250"
"53489011905",1649988,"AM250"
"53489012005",1650143,"AM250"
"53489014301",313096,"CV704"
"53489014305",313096,"CV704"
"53489014310",313096,"CV704"
"53489014401",198224,"CV704"
"53489014605",198335,"AM650"
"53489015605",197319,"MS400"
"53489015710",197320,"MS400"
"53489032805",198223,"CV704"
"53489032901",198222,"CV704"
"53489032905",198222,"CV704"
"53489032906",198222,"CV704"
"53489038601",197987,"CV490"
"53489047901",198239,"MS102"
"53489064701",283535,"AM250"
"53746-0109-01",857002,"CN101"
"53746-0511-05",313096,"CV704"
"53746010901",857002,"CN101"
"53746010905",857002,"CN101"
"53746011001",856999,"CN101"
"53746011005",856999,"CN101"
"53746014501",858798,"CN101"
"53746020301",1049221,"CN101"
"53746020401",1049214,"CN101"
"53746027205",198335,"AM650"
"53746036101",310410,"VT102"
"53746036110",310410,"VT102"
"53746044201",995666,"CN550"
"53746044210",995666,"CN550"
"53746046605",197807,"MS102"
"53746051101",313096,"CV704"
"53746051105",313096,"CV704"
"53746051110",313096,"CV704"
"53746051401",198223,"CV704"
"53746051405",198223,"CV704"
"53746051501",198222,"CV704"
"53746051505",198222,"CV704"
"53746052101",992447,"AH100"
"53746052110",992447,"AH100"
"53746054201",312504,"TN430"
"53746054401",198150,"CN400"
"53746057301",857328,"AU300"
"53746061701",836395,"CN101"
"53746061705",836395,"CN101"
"53746064101",886662,"CV300"
"53746064201",886666,"CV300"
"53746064301",886671,"CV300"
"53746071101",197745,"CV490"
"53746071301",197746,"CV490"
"53746074501",992438,"AH100"
"53746075305",898690,"CV800"
"53746075401",898719,"CV800"
"53746075405",898719,"CV800"
"53885-0008-10",2176478,NA
"53885000810",2176478,NA
"53885001110",2176477,NA
"53885013610",1039565,NA
"53885039310",284966,NA
"54092010001",686429,"GA900"
"54092038701",861226,"CN801"
"54092038901",861228,"CN801"
"54092047101",1927619,"CN801"
"54092047401",1927639,"CN801"
"54092047701",1927616,"CN801"
"54092054701",2107355,"GA900"
"54123095730",1431104,"CN101"
"54436020004",2099686,"HS100"
"54436027504",2099697,"HS100"
"54838001150",251156,"TN410"
"54838050280",995241,"AH105"
"54838051080",863599,"GU201"
"54838051240",1000054,"CN601"
"54838055550",312085,"GA605"
"55111-0153-30",198052,"GA605"
"55111-0158-10",198051,"GA303"
"55111-0158-10",198051,"GA900"
"55111-0179-15",313412,"MS200"
"55111-0293-98",313160,"CN105"
"55111-0399-05",311277,"GA900"
"55111-0399-05",311277,"GA303"
"55111-0645-05",200329,"GA900"
"55111011230",311787,"AM400"
"55111011381",1605088,"DE751"
"55111011901",310273,"GA301"
"55111011910",310273,"GA301"
"55111012105",617312,"CV350"
"55111012305",617311,"CV350"
"55111012705",309309,"AM400"
"55111013781",1373337,"DE751"
"55111014430",197698,"AM700"
"55111014512",197699,"AM700"
"55111014571",197699,"AM700"
"55111014630",197700,"AM700"
"55111015001",313990,"CN609"
"55111015010",313990,"CN609"
"55111015030",313990,"CN609"
"55111015330",198052,"GA605"
"55111015430",312086,"GA605"
"55111015801",198051,"GA303"
"55111015801",198051,"GA900"
"55111015810",198051,"GA303"
"55111015810",198051,"GA900"
"55111015830",198051,"GA303"
"55111015830",198051,"GA900"
"55111016330",200034,"CN709"
"55111016730",312077,"CN709"
"55111017910",313412,"MS200"
"55111017915",313412,"MS200"
"55111018010",313413,"MS200"
"55111018015",313413,"MS200"
"55111019605",309362,"BL117"
"55111019630",309362,"BL117"
"55111019690",309362,"BL117"
"55111025660",314286,"CN709"
"55111025760",313776,"CN709"
"55111025960",313778,"CN709"
"55111028050",199885,"AM400"
"55111028130",311296,"AM400"
"55111029136",315223,"CN105"
"55111029198",315223,"CN105"
"55111029236",313161,"CN105"
"55111029298",313161,"CN105"
"55111029336",313160,"CN105"
"55111029398",313160,"CN105"
"55111032001",199245,"HS502"
"55111032005",199245,"HS502"
"55111032101",199246,"HS502"
"55111032105",199246,"HS502"
"55111032201",199247,"HS502"
"55111032205",199247,"HS502"
"55111033290",251872,"GA900"
"55111033390",314200,"GA900"
"55111033901",898353,"CV400"
"55111034001",898356,"CV400"
"55111034101",898342,"CV400"
"55111034305",200371,"CN609"
"55111034405",309314,"CN609"
"55111039905",311277,"GA900"
"55111039905",311277,"GA303"
"55111039990",311277,"GA900"
"55111039990",311277,"GA303"
"55111042830",1098608,"CN400"
"55111046601",866427,"CV100"
"55111046605",866427,"CV100"
"55111046701",866436,"CV100"
"55111046705",866436,"CV100"
"55111046801",866412,"CV100"
"55111046805",866412,"CV100"
"55111046901",866419,"CV100"
"55111049704",200328,"AN300"
"55111051930",349591,"CN900"
"55111052130",349594,"CN900"
"55111052230",349595,"CN900"
"55111052501",313190,"IM600"
"55111052830",349593,"CN900"
"55111053201",1099596,"CN400"
"55111053301",1099563,"CN400"
"55111056330",608143,"CN900"
"55111056430",608139,"CN900"
"55111058601",898346,"CV400"
"55111059660",996571,"CN900"
"55111061230",901546,"CN500"
"55111061701",485465,"CN309"
"55111062660",199655,"RE109"
"55111062930",485440,"CN309"
"55111064501",200329,"GA900"
"55111064505",200329,"GA900"
"55111064534",200329,"GA900"
"55111065001",351254,"MS200"
"55111068305",206913,"MS102"
"55111068405",206917,"MS102"
"55111069312",1657151,"CN105"
"55111071830",850091,"CN400"
"55111071930",850087,"CN400"
"55111072030",900156,"CN400"
"55111072510",200224,"RE109"
"55111072590",200224,"RE109"
"55111072901",197319,"MS400"
"55111072910",197319,"MS400"
"55111073005",197320,"MS400"
"55111073290",349199,"CV805"
"55111073390",349201,"CV805"
"55111073490",349200,"CV805"
"55150030425",1812079,"HS051"
"55150030425",1812079,"OP900"
"55150030610",312644,"HS800"
"55150032901",1000126,"HS800"
"55494012060",1999657,"GA605"
"55494058090",1370982,"HS900"
"55513013760",1492746,"MS190"
"55513080060",1649491,"CV900"
"55513081060",1649495,"CV900"
"55513084101",2045638,"CN105"
"55513084301",2120195,"CN105"
"55566670001",1991509,"GA202"
"55566680001",2626366,"GA202"
"55724021121",1865962,"DE200"
"56151-1460-01",1550756,NA
"56151014260",724503,NA
"56151014701",1361430,NA
"56151034101",1192262,NA
"56151171201",2264736,NA
"56151172201",2264739,NA
"56151210301",1745806,NA
"56151211101",670414,NA
"56151211401",1013738,NA
"56362000589",2586750,NA
"57237-0005-11",197699,"AM700"
"57237-0019-30",596934,"CN609"
"57237-0028-01",308192,"AM111"
"57237-0075-30",198052,"GA605"
"57237000114",757968,"AM200"
"57237000114",757968,"GA900"
"57237000114",757968,"AM111"
"57237000114",757968,"GA303"
"57237000201",199903,"CV701"
"57237000205",199903,"CV701"
"57237000299",199903,"CV701"
"57237000430",197698,"AM700"
"57237000511",197699,"AM700"
"57237000630",197700,"AM700"
"57237000805",311725,"CN609"
"57237000830",311725,"CN609"
"57237000905",314111,"CN609"
"57237001106",283406,"CN609"
"57237001206",283407,"CN609"
"57237001306",283485,"CN609"
"57237001401",863669,"CV150"
"57237001405",863669,"CV150"
"57237001760",596926,"CN609"
"57237001830",596930,"CN609"
"57237001890",596930,"CN609"
"57237001899",596930,"CN609"
"57237001930",596934,"CN609"
"57237001990",596934,"CN609"
"57237001999",596934,"CN609"
"57237002801",308192,"AM111"
"57237002901",308194,"AM111"
"57237003001",308182,"AM111"
"57237003005",308182,"AM111"
"57237003105",308191,"GA303"
"57237003105",308191,"AM111"
"57237003301",308189,"AM111"
"57237003575",309081,"AM116"
"57237004101",834102,"AM110"
"57237004105",834102,"AM110"
"57237004199",834102,"AM110"
"57237004230",313565,"AM800"
"57237004290",313565,"AM800"
"57237004330",313564,"AM800"
"57237004390",313564,"AM800"
"57237004560",197517,"GA303"
"57237004560",197517,"AM200"
"57237004805",1099870,"CN400"
"57237005860",309097,"AM116"
"57237005920",309098,"AM116"
"57237005960",309098,"AM116"
"57237007530",198052,"GA605"
"57237007550",198052,"GA605"
"57237007630",312086,"GA605"
"57237007650",312086,"GA605"
"57237007710",104894,"GA605"
"57237007730",104894,"GA605"
"57237007810",312087,"GA605"
"57237007830",312087,"GA605"
"57237008663",312837,"CN105"
"57237008834",314209,"CN105"
"57237008863",314209,"CN105"
"57237009601",309049,"AM115"
"57237009960",200346,"AM117"
"57237010099",866924,"CV100"
"57237010199",866514,"CV100"
"57237010601",1099625,"CN400"
"57237011001",402695,"CV200"
"57237011490",861132,"CV150"
"57237012401",855332,"BL110"
"57237014301",898353,"CV400"
"57237014601",898342,"CV400"
"57237014701",898346,"CV400"
"57237014935",310352,"AM700"
"57237015035",310353,"AM700"
"57237015430",260218,"CN809"
"57237015701",200257,"HS502"
"57237015901",200258,"HS502"
"57237016190",198051,"GA303"
"57237016190",198051,"GA900"
"57237016199",198051,"GA303"
"57237016199",198051,"GA900"
"57237016250",200329,"GA900"
"57237016290",200329,"GA900"
"57237016990",859747,"CV350"
"57237016999",859747,"CV350"
"57237017099",859751,"CV350"
"57237017105",859419,"CV350"
"57237017190",859419,"CV350"
"57237017301",313584,"CN609"
"57237017501",313586,"CN609"
"57237017601",313580,"CN609"
"57237018090",859033,"CN500"
"57237021230",311759,"RE109"
"57237021290",311759,"RE109"
"57237021330",242438,"RE109"
"57237021905",317573,"HS502"
"57237021930",317573,"HS502"
"57237021990",317573,"HS502"
"57237022030",312440,"HS502"
"57237022090",312440,"HS502"
"57237022190",312441,"HS502"
"57237022301",198188,"CV800"
"57237022505",261962,"CV800"
"57237023201",198334,"AM650"
"57237023301",198335,"AM650"
"57237023305",198335,"AM650"
"57237023901",313762,"CN309"
"57599-0800-00",2387257,NA
"57599000101",2108080,NA
"57599081800",2620852,NA
"57664002397",403930,"DE751"
"57664004688",1593856,"CN801"
"57664004788",854830,"CN801"
"57664004888",854834,"CN801"
"57664004988",854838,"CN801"
"57664005088",854850,"CN801"
"57664005188",854846,"CN801"
"57664005288",854842,"CN801"
"57664007001",310325,"TN410"
"57664008488",1871462,"CN801"
"57664016758",866511,"CV100"
"57664022888",1091497,"CN802"
"57664022988",1091150,"CN802"
"57664023088",1091392,"CN802"
"57664023288",311995,"AM600"
"57664033688",861237,"CN801"
"57664033788",861221,"CN801"
"57664033888",861223,"CN801"
"57664034088",861227,"CN801"
"57664034188",861232,"CN801"
"57664037088",1049683,"CN101"
"57664037708",835603,"CN101"
"57664037713",835603,"CN101"
"57664037718",835603,"CN101"
"57664037888",899518,"CN802"
"57664037988",899548,"CN802"
"57664043788",197604,"CV050"
"57664047758",866514,"CV100"
"57664049983",311725,"CN609"
"57664050083",314111,"CN609"
"57664050289",313412,"MS200"
"57664050318",313413,"MS200"
"57664050389",313413,"MS200"
"57664050652",866924,"CV100"
"57664050658",866924,"CV100"
"57664051083",476809,"CN609"
"57664060688",1091155,"CN802"
"57664060788",1091170,"CN802"
"57664060988",1091210,"CN802"
"57664062488",899485,"CN802"
"57664062888",1101926,"CN802"
"57664064608",577961,"CN801"
"57664066583",860522,"CV100"
"57664066683",860532,"CV100"
"57664068818",856834,"CN601"
"57664078486",349195,"CN302"
"57664080099",999991,"CV400"
"57841130101",1601373,"GA900"
"57841130103",1601373,"GA900"
"57883040210",1494825,"DE500"
"57883040210",1494825,"DE752"
"57894006003",853354,"IM600"
"57894006103",853356,"IM600"
"57894035001",1431647,"MS190"
"57894064001",1928689,"IM600"
"57896070310",310325,"TN410"
"57896090110",212033,"CN103"
"58160-0815-52",803371,"IM100"
"58160-0823-11",1986830,"IM100"
"58160081552",803371,"IM100"
"58160081912",1986830,"IM100"
"58160082111",1658157,"IM100"
"58160082152",798428,"IM100"
"58160082311",1986830,"IM100"
"58160082652",798479,"IM100"
"58160084211",1300378,"IM109"
"58160084243",1300370,"IM109"
"58160084252",1300370,"IM109"
"58160084811",2636599,"IM100"
"58160088752",2561275,NA
"58160089052",2605096,NA
"58160090941",2642300,NA
"58160090952",2642300,NA
"58160095509",901518,"IM100"
"58406002104",802652,"MS190"
"58406003204",1653225,"MS190"
"58406004404",2182340,"MS190"
"58468009003",1245424,"MS900"
"58657015110",310410,"VT102"
"58657016012",198215,"TN470"
"58657016112",313036,"TN470"
"58657016212",315213,"TN470"
"58657032250",315102,"TN470"
"58657050016",995868,"RE301"
"58657064701",884173,"CV490"
"58657064750",884173,"CV490"
"58657064810",884185,"CV490"
"58657067650",309309,"AM400"
"58657071130",993557,"CN609"
"58657071150",993557,"CN609"
"58657071230",993541,"CN609"
"58657071250",993541,"CN609"
"58657071290",993541,"CN609"
"58657071350",993557,"CN609"
"58914030180",1114470,"RS900"
"59011041510",1049545,"CN101"
"59088010473",198215,"TN470"
"59088010573",313036,"TN470"
"59088010673",315213,"TN470"
"59148003513",1658325,"CN709"
"59148003613",1658329,"CN709"
"59148003713",1658333,"CN709"
"59148003813",1658337,"CN709"
"59148004013",1658345,"CN709"
"59267007804",2603833,"IM100"
"59267030401",2610319,"IM100"
"59267030402",2610319,"IM100"
"59267056501",2621900,"IM100"
"59267056502",2621900,"IM100"
"59267100001",2468235,"IM100"
"59267100002",2468235,"IM100"
"59267100003",2468235,"IM100"
"59267102501",2468235,"IM100"
"59267102503",2468235,"IM100"
"59267102504",2468235,"IM100"
"59267105501",2583743,"IM100"
"59267105504",2583743,"IM100"
"59267140402",2610347,"IM100"
"59267433102",2664832,"IM100"
"59310-0136-06",2395834,"RE109"
"59310030240",1998774,"RE101"
"59310030480",1998772,"RE101"
"59310041012",1797921,"NT200"
"59385002660",1716083,"CN101"
"59385004130",1876609,"GA900"
"59417-0101-10",1593858,"CN801"
"59417-0102-10",854832,"CN801"
"59417010110",1593858,"CN801"
"59417010210",854832,"CN801"
"59417010310",854836,"CN801"
"59417010410",854840,"CN801"
"59417010510",854852,"CN801"
"59417010610",854848,"CN801"
"59417010710",854844,"CN801"
"59417011501",1871465,"CN801"
"59417011601",1871463,"CN801"
"59417011701",1871461,"CN801"
"59417011901",1871469,"CN801"
"59467070027",2591812,"NT400"
"59630058090",1370982,"HS900"
"59651000101",199119,"GA900"
"59651000130",199119,"GA900"
"59651000205",198051,"GA303"
"59651000205",198051,"GA900"
"59651000305",200329,"GA900"
"59651000330",200329,"GA900"
"59651000815",141963,"AM200"
"59651000823",141963,"AM200"
"59651002601",617322,"AM111"
"59651002655",617322,"AM111"
"59651002675",617322,"AM111"
"59651002988",2003375,"HS200"
"59651003085",2045196,"HS200"
"59651003212",197803,"MS102"
"59651003247",197803,"MS102"
"59651005205",349556,"CV350"
"59651005230",349556,"CV350"
"59651005290",349556,"CV350"
"59651015201",260243,"HS800"
"59651015301",312641,"HS800"
"59651017301",1000048,"CN601"
"59651018030",200064,"AN900"
"59651018201",105585,"AN300"
"59651021430",1797867,"NT400"
"59651021530",1797883,"NT400"
"59651021790",828373,"CV350"
"59651023301",884185,"CV490"
"59651023630",199224,"AN900"
"59651023690",199224,"AN900"
"59651026901",314006,"HS502"
"59651026905",314006,"HS502"
"59651027001",315107,"HS502"
"59651027005",315107,"HS502"
"59651029501",198034,"CV200"
"59651029960",198240,"AN500"
"59651030030",313195,"AN500"
"59651030801",313990,"CN609"
"59651030830",313990,"CN609"
"59651030901",248642,"CN609"
"59651030930",248642,"CN609"
"59651031577",485485,"MS200"
"59651032430",1190110,"CN609"
"59651032930",351246,"RE109"
"59651036005",197805,"MS102"
"59651036105",197806,"MS102"
"59651036205",197807,"MS102"
"59651038001",314285,"CN400"
"59651039001",866111,"CN309"
"59651039360",866090,"CN309"
"59651040112",1366192,"CN400"
"59651042601",313096,"CV704"
"59651042605",313096,"CV704"
"59651042701",198223,"CV704"
"59651042801",198222,"CV704"
"59651043701",197604,"CV050"
"59651048499",198144,"HS051"
"59651048901",198148,"HS051"
"59651053901",317110,"CV250"
"59651056601",197596,"AM112"
"59651072201",197527,"CN302"
"59651072301",197528,"CN302"
"59651078030",310489,"HS502"
"59651078105",314006,"HS502"
"59651078201",315107,"HS502"
"59676027801",1102277,"AM800"
"59676058015",2479835,NA
"59746-0175-06",312615,"HS051"
"59746-0175-09",312615,"HS051"
"59746000103",762675,"HS051"
"59746000106",259966,"HS051"
"59746000204",197973,"HS051"
"59746001504",197971,"HS051"
"59746011506",198365,"GA605"
"59746012106",995666,"CN550"
"59746012110",995666,"CN550"
"59746012206",995624,"CN550"
"59746017206",312617,"HS051"
"59746017210",312617,"HS051"
"59746017306",198145,"HS051"
"59746017310",198145,"HS051"
"59746017506",312615,"HS051"
"59746017509",312615,"HS051"
"59746017706",828348,"MS200"
"59746017710",828348,"MS200"
"59746021601",313096,"CV704"
"59746021605",313096,"CV704"
"59746033310",979485,"CV805"
"59746033710",979468,"CV400"
"59746033790",979468,"CV400"
"59746033810",979464,"CV400"
"59746033830",979464,"CV400"
"59746033890",979464,"CV400"
"59746033910",979471,"CV400"
"59746033930",979471,"CV400"
"59746033990",979471,"CV400"
"59746036030",349483,"CV805"
"59746036190",349199,"CV805"
"59746038306",313215,"CV150"
"59746038406",313217,"CV150"
"59746038506",313219,"CV150"
"59746070001",1000048,"CN601"
"59746076001",197499,"CV701"
"59746076201",1648755,"AM600"
"59746078301",198148,"HS051"
"59762-0333-02",314072,"OP109"
"59762-5000-05",198232,"GA900"
"59762004901",197973,"HS051"
"59762005001",328161,"HS051"
"59762005501",1000135,"HS800"
"59762005601",1000114,"HS800"
"59762006701",861064,"CN609"
"59762007301",197787,"HS051"
"59762007401",197782,"HS051"
"59762007501",197783,"HS051"
"59762010405",313142,"GA900"
"59762011803",248420,"RS100"
"59762033302",314072,"OP109"
"59762040101",314234,"GA302"
"59762040105",314234,"GA302"
"59762045001",1048445,"CV350"
"59762054201",315107,"HS502"
"59762093503",465355,"AM700"
"59762100501",199703,"AU900"
"59762106101",1190572,"GA208"
"59762120601",903456,"HS851"
"59762120701",903697,"HS851"
"59762121003",1607617,"CN609"
"59762122203",1874553,"CN609"
"59762134401",483448,"CN900"
"59762134601",483450,"CN900"
"59762135101",483440,"CN900"
"59762151603",205322,"MS102"
"59762151703",205323,"MS102"
"59762213501",308135,"CV200"
"59762219803",749783,"AM200"
"59762219807",308460,"AM200"
"59762235007",251322,"CN400"
"59762285801",310261,"AN900"
"59762288806",859975,"CN709"
"59762305102",861416,"AM200"
"59762312001",141963,"AM200"
"59762313001",141963,"AM200"
"59762314001",141963,"AM200"
"59762330403",198039,"CV250"
"59762371809",198318,"CN302"
"59762371903",308047,"CN302"
"59762371904",308047,"CN302"
"59762372001",308048,"CN302"
"59762372003",308048,"CN302"
"59762372004",308048,"CN302"
"59762372101",197321,"CN302"
"59762372103",197321,"CN302"
"59762372104",197321,"CN302"
"59762372201",197322,"CN302"
"59762372203",197322,"CN302"
"59762374301",309332,"DE752"
"59762374302",309332,"DE752"
"59762374401",197519,"DE752"
"59762444002",762675,"HS051"
"59762500005",198232,"GA900"
"59762500006",198232,"GA900"
"59762500801",317128,"GA309"
"59762500802",317128,"GA309"
"59762500901",309337,"GU300"
"59762501701",197699,"AM700"
"59762532001",312594,"CV150"
"59779060027",308416,"CN103"
"59779060027",308416,"GA110"
"60006019166",NA,NA
"60219-1708-01",312615,"HS051"
"60219107601",197388,"IM600"
"60219126601",312122,"AM800"
"60219170607",312617,"HS051"
"60219170701",198145,"HS051"
"60219170705",198145,"HS051"
"60219170801",312615,"HS051"
"60219170805",312615,"HS051"
"60219174802",1190655,"OP600"
"60219174903",1190655,"OP600"
"60219203701",359228,"IM600"
"60219204301",197582,"HS051"
"60219204401",197583,"HS051"
"60219205601",197581,"HS051"
"60219213501",200060,"IM600"
"60219234805",835603,"CN101"
"60219234807",835603,"CN101"
"60219552205",349287,"CV350"
"60219552209",349287,"CV350"
"60258000601",1861954,NA
"60258015001",392038,"OR100"
"60258017101",198741,"TN460"
"60432006500",617322,"AM111"
"60432006575",617322,"AM111"
"60432009216",863599,"GU201"
"60432015016",995241,"AH105"
"60432021208",283077,"HS051"
"60432026415",1797907,"NT200"
"60432027516",1357010,"RE502"
"60432045516",992668,"RE301"
"60432046400",1010739,"NT300"
"60432053716",312055,"AM700"
"60432060416",991528,"RE507"
"60432060616",991486,"RE301"
"60432067160",318202,"DE752"
"60432074116",197305,"OT109"
"60505-2578-09",617312,"CV350"
"60505-2579-08",617310,"CV350"
"60505-2579-09",617310,"CV350"
"60505-2654-01",856373,"CN609"
"60505-2655-01",856364,"CN609"
"60505001406",831215,"CV200"
"60505001506",831252,"CV200"
"60505001606",831285,"CV200"
"60505004001",197685,"MS102"
"60505004101",197686,"MS102"
"60505004206",197310,"AM800"
"60505008000",1923426,"CV100"
"60505009300",197625,"CV150"
"60505009500",197627,"CV150"
"60505009501",197627,"CV150"
"60505009600",197628,"CV150"
"60505010201",199390,"MS102"
"60505014100",310490,"HS502"
"60505014102",310490,"HS502"
"60505014200",310488,"HS502"
"60505014202",310488,"HS502"
"60505014600",200329,"GA900"
"60505015701",993687,"CN609"
"60505015801",993691,"CN609"
"60505016501",903891,"CN609"
"60505016601",903884,"CN609"
"60505016805",904458,"CV350"
"60505016809",904458,"CV350"
"60505016907",904467,"CV350"
"60505016909",904467,"CV350"
"60505017007",904475,"CV350"
"60505017009",904475,"CV350"
"60505018300",308979,"CN400"
"60505024701",311725,"CN609"
"60505024801",314111,"CN609"
"60505024901",311726,"CN609"
"60505025103",313412,"MS200"
"60505025203",313413,"MS200"
"60505025302",309362,"BL117"
"60505025801",833008,"HS702"
"60505036301",242446,"OT101"
"60505036302",242446,"OT101"
"60505056000",312075,"OP210"
"60505056001",312075,"OP210"
"60505057804",860805,"OP900"
"60505058204",403818,"OP210"
"60505058901",861635,"OP105"
"60505082601",1797833,"NT900"
"60505082701",1797844,"NT900"
"60505082901",1797907,"NT200"
"60505083001",1797865,"NT200"
"60505083305",1797867,"NT400"
"60505084505",1797895,"NT400"
"60505084805",1797883,"NT400"
"60505100301",860107,"OP300"
"60505100302",860107,"OP300"
"60505131603",1738803,"CN609"
"60505132305",904481,"CV350"
"60505132309",904481,"CV350"
"60505252703",205324,"CN809"
"60505257507",885857,"GA900"
"60505257808",617312,"CV350"
"60505257809",617312,"CV350"
"60505257908",617310,"CV350"
"60505257909",617310,"CV350"
"60505258008",617311,"CV350"
"60505258009",617311,"CV350"
"60505264907",485485,"MS200"
"60505265301",856377,"CN609"
"60505265401",856373,"CN609"
"60505265405",856373,"CN609"
"60505265501",856364,"CN609"
"60505265505",856364,"CN609"
"60505265601",310812,"CV704"
"60505265605",310812,"CV704"
"60505265701",310818,"CV704"
"60505265705",310818,"CV704"
"60505265901",856369,"CN609"
"60505267108",259255,"CV350"
"60505267109",259255,"CV350"
"60505280707",200131,"CN400"
"60505283003",349591,"CN900"
"60505283203",349593,"CN900"
"60505283303",349594,"CN900"
"60505283503",608143,"CN900"
"60505296507",485020,"IM600"
"60505296607",485023,"IM600"
"60505311308",314154,"CN709"
"60505312109",483425,"CV350"
"60505361305",636671,"AD900"
"60505361405",636676,"AD900"
"60505384801",205322,"MS102"
"60505384901",205323,"MS102"
"60505392701",862006,"AU100"
"60505392801",862013,"AU100"
"60505392901",862019,"AU100"
"60505393001",862025,"AU100"
"60505464303",855812,"BL117"
"60505470203",477367,"GU201"
"60505470303",477372,"GU201"
"60505474201",854838,"CN801"
"60505474301",854850,"CN801"
"60505477403",1086784,"CN609"
"60505622500",861635,"OP105"
"60505622501",861635,"OP105"
"60574411301",1657343,"AM800"
"60574411401",1657362,"AM800"
"60631042530",1235157,"CV400"
"60687016301",309114,"AM115"
"60687039583",630208,"RE102"
"60687040583",1437702,"RE109"
"60758011905",1376336,"OP300"
"60758011910",1376336,"OP300"
"60758011915",1376336,"OP300"
"60758018805",310467,"OP210"
"60758061525",992395,"OP210"
"60758077305",860103,"OP300"
"60758088005",310377,"OP300"
"60758088010",310377,"OP300"
"60758090810",244967,"OP219"
"60842002101",1991329,"AU100"
"60842002201",1305268,"AU100"
"60842002301",1305269,"AU100"
"60846080401",966232,"HS851"
"60846080501",966233,"HS851"
"60951060270",1049223,"CN101"
"60951071270",1049216,"CN101"
"61269016550",315102,"TN470"
"61269051812",966524,"RE101"
"61314001405",854801,"OP300"
"61314003002",1923432,"OP105"
"61314004475",313477,"OP230"
"61314012605",860107,"OP300"
"61314012610",860107,"OP300"
"61314014305",861200,"OP109"
"61314014315",861200,"OP109"
"61314022705",1992303,"OP101"
"61314022715",1992303,"OP101"
"61314023710",831109,"OP900"
"61314030802",860805,"OP900"
"61314039601",1298066,"OP600"
"61314054701",314072,"OP109"
"61314062810",244967,"OP219"
"61314063006",309680,"OP350"
"61314063136",309679,"OP350"
"61314063305",310467,"OP210"
"61314063705",1376336,"OP300"
"61314063710",1376336,"OP300"
"61314063715",1376336,"OP300"
"61314064175",204874,"OP350"
