"ndc","rxcui","va"
"61314064305",313415,"OP210"
"61314064511",310687,"OT250"
"61314064610",204423,"OT250"
"61314064705",309683,"OP350"
"61314065605",309307,"OP210"
"61314065610",309307,"OP210"
"61314065625",309307,"OP210"
"61442-0103-60",855926,"MS102"
"61442010201",855906,"MS102"
"61442010210",855906,"MS102"
"61442010260",855906,"MS102"
"61442010301",855926,"MS102"
"61442010305",855926,"MS102"
"61442010310",855926,"MS102"
"61442010360",855926,"MS102"
"61442012110",310273,"GA301"
"61442012201",284245,"GA301"
"61442012210",284245,"GA301"
"61442014101",197903,"CV350"
"61703035038",1946772,"AN300"
"61748030213",1242613,"DE751"
"61748030413",1242615,"DE751"
"61783000012",2568990,NA
"61874007560",1653792,"GA900"
"61874010060",1719766,"GA900"
"61874011520",1667666,"CN709"
"61874011530",1667666,"CN709"
"61874013030",1667670,"CN709"
"61874016030",1667678,"CN709"
"61958070101",639888,"AM800"
"61958190101",1721619,"AM800"
"61958200201",1747697,"AM800"
"61958200202",1747697,"AM800"
"61958210101",1741739,"AM800"
"61958250101",1999673,"AM800"
"62011000301",308416,"CN103"
"62011000301",308416,"GA110"
"62037071001",1801298,"TN430"
"62037072001",1801294,"TN430"
"62037072501",1091155,"CN802"
"62037072601",1091185,"CN802"
"62037072701",1091210,"CN802"
"62037073401",1091170,"CN802"
"62037099901",1801294,"TN430"
"62037099910",1801294,"TN430"
"62135-0960-01",198232,"GA900"
"62135005741",1014673,"AH105"
"62135005747",1014673,"AH105"
"62135013277",197699,"AM700"
"62135021010",310410,"VT102"
"62135024230",1483744,"CN102"
"62135025037",283077,"HS051"
"62135025047",283077,"HS051"
"62135030247",1357010,"RE502"
"62135030248",1357010,"RE502"
"62135043290",197624,"AD100"
"62135043690",314234,"GA302"
"62135048149",309113,"AM115"
"62135049030",199224,"AN900"
"62135062605",1650143,"AM250"
"62135071242",1010739,"NT300"
"62135096001",198232,"GA900"
"62135098505",1649988,"AM250"
"62175011843",198051,"GA303"
"62175011843",198051,"GA900"
"62175013643",200329,"GA900"
"62175020443",311759,"RE109"
"62175020543",242438,"RE109"
"62175026037",1812011,"CV200"
"62175027041",863636,"GU201"
"62175027137",863619,"GU201"
"62175027141",863619,"GU201"
"62175030232",854868,"GA900"
"62175030246",854868,"GA900"
"62175031037",2001564,"CN802"
"62175031137",2001565,"CN802"
"62175045232",351266,"CN101"
"62175047232",1738807,"CN609"
"62175061743",314200,"GA900"
"62175061746",314200,"GA900"
"62175089143",617310,"CV350"
"62332-0031-31",312846,"CN500"
"62332-0033-31",312847,"CN500"
"62332-0142-31",205323,"MS102"
"62332000131",310273,"GA301"
"62332000231",284245,"GA301"
"62332000931",313584,"CN609"
"62332001131",313586,"CN609"
"62332001731",311681,"AM900"
"62332001771",311681,"AM900"
"62332002231",310384,"CN609"
"62332002431",313989,"CN609"
"62332002491",313989,"CN609"
"62332002791",979485,"CV805"
"62332002891",979492,"CV805"
"62332002990",979480,"CV805"
"62332002991",979480,"CV805"
"62332003031",312845,"CN500"
"62332003131",312846,"CN500"
"62332003231",314208,"CN500"
"62332003331",312847,"CN500"
"62332003731",282401,"CN400"
"62332003831",198427,"CN400"
"62332004060",198429,"CN400"
"62332004390",200096,"CV805"
"62332004490",349483,"CV805"
"62332004590",349199,"CV805"
"62332004690",349201,"CV805"
"62332004890",979468,"CV400"
"62332004990",979464,"CV400"
"62332005090",979471,"CV400"
"62332005471",884173,"CV490"
"62332006230",205285,"MS190"
"62332008190",349353,"CV400"
"62332008390",636045,"CV400"
"62332008631",310289,"CV350"
"62332008930",205305,"CV805"
"62332009730",602964,"CN709"
"62332009830",402131,"CN709"
"62332009831",402131,"CN709"
"62332009930",349545,"CN709"
"62332009931",349545,"CN709"
"62332011231",866924,"CV100"
"62332011291",866924,"CV100"
"62332011331",866514,"CV100"
"62332011391",866514,"CV100"
"62332011531",866482,"CV400"
"62332011631",866479,"CV400"
"62332012390",483440,"CN900"
"62332012490",483446,"CN900"
"62332013330",349405,"CV805"
"62332013390",349405,"CV805"
"62332014131",205322,"MS102"
"62332014171",205322,"MS102"
"62332014231",205323,"MS102"
"62332014271",205323,"MS102"
"62332014930",403853,"CV400"
"62332015030",403854,"CV400"
"62332015130",403855,"CV400"
"62332017460",809996,"CN400"
"62332017830",403957,"CV490"
"62332017830",403957,"GU900"
"62332019130",834241,"MS400"
"62332019960",859975,"CN709"
"62332020430",311204,"AM700"
"62332020730",722137,"CV400"
"62332020790",722137,"CV400"
"62332020930",283316,"CV400"
"62332023230",1086772,"CN609"
"62332023330",1086778,"CN609"
"62332023430",1086784,"CN609"
"62332024631",849389,"AM800"
"62332025050",1649990,"AM250"
"62332025118",749783,"AM200"
"62332025130",308460,"AM200"
"62332025209",749780,"AM200"
"62332025230",248656,"AM200"
"62332031631",1099300,"CN601"
"62332033931",993470,"CV900"
"62332036506",349195,"CN302"
"62332038031",198241,"CN302"
"62332038231",198242,"CN302"
"62332038630",205324,"CN809"
"62332038690",205324,"CN809"
"62332041410",728113,"AM800"
"62332041510",312122,"AM800"
"62332042512",861512,"DE200"
"62332042631",197397,"RE302"
"62332042671",197397,"RE302"
"62332042771",283417,"RE302"
"62332048515",204135,"DE200"
"62332048560",204135,"DE200"
"62332048625",861487,"DE200"
"62332049241",485485,"MS200"
"62332050606",860805,"OP900"
"62332051805",313415,"OP210"
"62332054605",313408,"OP101"
"62332054804",861490,"DE200"
"62332054945",722111,"DE752"
"62332054946",722111,"DE752"
"62332058231",197877,"DE700"
"62332058530",1053697,"DE250"
"62332058560",1053697,"DE250"
"62332063060",577237,"DE101"
"62332063260",349351,"DE200"
"62332066245",1663745,"DE752"
"62559014901",197670,"HS900"
"62559015116",1049604,"CN101"
"62559015801",903887,"CN609"
"62559015901",903891,"CN609"
"62559016001",903884,"CN609"
"62559016701",1049696,"CN101"
"62559026530",883826,"BL116"
"62559027530",751618,"CV100"
"62559027730",751612,"CV100"
"62559029101",199381,"TN478"
"62559029201",898490,"TN478"
"62559038001",886662,"CV300"
"62559038101",886666,"CV300"
"62559038201",886671,"CV300"
"62559039050",313570,"AM900"
"62559039150",313571,"AM900"
"62559041601",898367,"CV400"
"62559041701",898372,"CV400"
"62559043001",106258,"DE200"
"62559043130",310891,"DE200"
"62559049001",1190572,"GA208"
"62559051001",197815,"CV701"
"62559053001",856535,"CV100"
"62559074401",208545,"HS851"
"62559099130",197698,"AM700"
"62559099212",197699,"AM700"
"62559099330",197700,"AM700"
"62756-0160-13",863669,"CV150"
"62756-0460-83",351265,"CN101"
"62756001540",2047882,"HS100"
"62756001740",835829,"HS100"
"62756013705",310430,"CN400"
"62756014201",860975,"HS502"
"62756014202",860975,"HS502"
"62756014301",860981,"HS502"
"62756016013",863669,"CV150"
"62756018388",312136,"CN400"
"62756018418",312137,"CN400"
"62756018488",312137,"CN400"
"62756023290",311382,"OP300"
"62756024064",104894,"GA605"
"62756025902",403967,"CN400"
"62756026002",314285,"CN400"
"62756035664",312087,"GA605"
"62756043088",197890,"CN750"
"62756046083",351265,"CN101"
"62756052069",315223,"CN105"
"62756052169",313161,"CN105"
"62756052269",313160,"CN105"
"62756058988",903456,"HS851"
"62756059088",903697,"HS851"
"62756059188",903703,"HS851"
"62756079713",1099678,"CN400"
"62756096888",308868,"VT502"
"62756096983",351266,"CN101"
"62756097083",351267,"CN101"
"62856040530",2272414,"CN309"
"62856041030",2288427,"CN309"
"62991104603",2059647,NA
"62991112401",648154,NA
"62991112404",648154,NA
"62991256103",359774,NA
"63304001760",616749,"CV250"
"63304007601",1801298,"TN430"
"63304019130",790288,"CN609"
"63304019230",790264,"CN609"
"63304019290",790264,"CN609"
"63304044430",483425,"CV350"
"63304045001",891881,"CN101"
"63304045101",891888,"CN101"
"63304047901",309140,"AU900"
"63304061650",1649990,"AM250"
"63304069201",197518,"AM350"
"63304069205",197518,"AM350"
"63304069301",284215,"AM350"
"63304072005",830837,"CV200"
"63304072090",830837,"CV200"
"63304072305",993541,"CN609"
"63304072390",993541,"CN609"
"63304072405",993557,"CN609"
"63304072430",993557,"CN609"
"63304072490",993557,"CN609"
"63304082705",617312,"CV350"
"63304082790",617312,"CV350"
"63304082805",617310,"CV350"
"63304082890",617310,"CV350"
"63304082905",617311,"CV350"
"63304083005",259255,"CV350"
"63304090430",313565,"AM800"
"63304090530",313564,"AM800"
"63304092401",862006,"AU100"
"63304092501",862013,"AU100"
"63304092601",862019,"AU100"
"63323004401",309594,"VT101"
"63323050601",1812079,"HS051"
"63323050601",1812079,"OP900"
"63323053190",854241,"BL110"
"63323058282",310497,"HS503"
"63402030230",1235249,"CN709"
"63402030430",1040036,"CN709"
"63402030630",1431237,"CN709"
"63481052910",854997,"OT250"
"63629-1061-01",313096,"CV704"
"63646001004",106336,"DE102"
"64380-0807-07",197807,"MS102"
"64380-0808-07",197806,"MS102"
"64380015801",860215,"HS800"
"64380016202",863664,"GU201"
"64380016901",835593,"CN601"
"64380018001",1649990,"AM250"
"64380021201",197942,"HS852"
"64380021301",197941,"HS852"
"64380071206",197397,"RE302"
"64380071207",197397,"RE302"
"64380071306",283417,"RE302"
"64380071307",283417,"RE302"
"64380071904",476556,"AM800"
"64380072306",308867,"VT502"
"64380072406",308868,"VT502"
"64380072506",200060,"IM600"
"64380073406",905225,"CV490"
"64380073506",905395,"CV490"
"64380073706",1367410,"VT504"
"64380074108",866094,"CN309"
"64380074207",866083,"CN309"
"64380074208",866083,"CN309"
"64380076111",577208,"CV350"
"64380076621",966920,NA
"64380076921",801054,NA
"64380078206",198144,"HS051"
"64380078306",312617,"HS051"
"64380078308",312617,"HS051"
"64380078406",198145,"HS051"
"64380078407",198145,"HS051"
"64380078408",198145,"HS051"
"64380078506",312615,"HS051"
"64380078508",312615,"HS051"
"64380078706",866111,"CN309"
"64380079701",728109,"AM800"
"64380079901",312122,"AM800"
"64380080707",197807,"MS102"
"64380080807",197806,"MS102"
"64380080907",197805,"MS102"
"64380083306",197303,"CV703"
"64380086108",628953,"TN430"
"64380090190",1090641,"DE200"
"64380093408",979492,"CV805"
"64380093508",979480,"CV805"
"64380094906",198148,"HS051"
"64679060416",991528,"RE507"
"64679083001",1232585,"CN609"
"64679092302",858804,"CV800"
"64679096105",749783,"AM200"
"64764017530",902626,"GA900"
"64764072030",1790892,"CN609"
"64764073030",1790886,"CN609"
"64764075030",1790890,"CN609"
"64764080530",603162,"CN300"
"64842102002",1670324,"AN900"
"64842102003",1670324,"AN900"
"64842102501",1670322,"AN900"
"64842102502",1670322,"AN900"
"64850-0504-01",577957,"CN801"
"64850050001",541878,"CN801"
"64850050201",541892,"CN801"
"64850050401",577957,"CN801"
"64850050501",577961,"CN801"
"64850050601",541363,"CN801"
"64850051001",861237,"CN801"
"64850051101",861221,"CN801"
"64850051201",861223,"CN801"
"64850051301",861225,"CN801"
"64850051401",861227,"CN801"
"64850051501",861232,"CN801"
"64950034316",856940,"CN101"
"64950035450",1049604,"CN101"
"64950037147",992668,"RE301"
"64980-0210-01",863619,"GU201"
"64980-0562-10",310429,"CV702"
"64980017750",1117531,"AP101"
"64980017802",1116758,"AP101"
"64980020501",197891,"CN750"
"64980020901",863636,"GU201"
"64980022301",1091152,"CN802"
"64980026401",197942,"HS852"
"64980027903",310489,"HS502"
"64980028001",314006,"HS502"
"64980028005",314006,"HS502"
"64980028101",315107,"HS502"
"64980028105",315107,"HS502"
"64980030550",630196,"OR100"
"64980032005",1085728,"OR900"
"64980032430",1440936,"DE200"
"64980032920",1191299,"OT200"
"64980033004",1191307,"DE200"
"64980033104",1191307,"DE200"
"64980034214",904431,"HS900"
"64980037303",349591,"CN900"
"64980037403",349592,"CN900"
"64980037503",349593,"CN900"
"64980037603",349594,"CN900"
"64980037703",349595,"CN900"
"64980037903",608139,"CN900"
"64980040906",861064,"CN609"
"64980041009",483442,"CN900"
"64980041109",483448,"CN900"
"64980041209",483450,"CN900"
"64980041309",483438,"CN900"
"64980041409",483440,"CN900"
"64980041509",483446,"CN900"
"64980042712",199519,"AP109"
"64980043710",197380,"CV100"
"64980043810",197381,"CV100"
"64980043901",197379,"CV100"
"64980044801",310687,"OT250"
"64980050448",866021,"AH107"
"64980050924",309686,"HS051"
"64980051110",562266,"AM350"
"64980051405",1992303,"OP101"
"64980051415",1992303,"OP101"
"64980051501",312075,"OP210"
"64980051505",312075,"OP210"
"64980056210",310429,"CV702"
"64980056310",313988,"CV702"
"64980056401",197732,"CV702"
"64980059248",391937,"GA202"
"65038028699",2562186,"CN802"
"65038042999",2562204,"CN802"
"65038056199",2562199,"CN802"
"65162-0102-11",310431,"CN400"
"65162-0102-50",310431,"CN400"
"65162-0190-11",198014,"MS102"
"65162-0272-50",198335,"AM650"
"65162-0415-03",351267,"CN101"
"65162-0465-50",197806,"MS102"
"65162-0466-50",197807,"MS102"
"65162-0469-35",2266506,"HS200"
"65162-0627-10",835603,"CN101"
"65162-0627-11",835603,"CN101"
"65162-0627-50",835603,"CN101"
"65162-0680-90",991528,"RE507"
"65162-0682-10",1094104,"GU100"
"65162-0766-10",855332,"BL110"
"65162-0791-08",1745091,"DE700"
"65162002309",854830,"CN801"
"65162002409",854834,"CN801"
"65162002509",854838,"CN801"
"65162003310",993781,"CN101"
"65162004710",1049621,"CN101"
"65162005827",749206,"GU900"
"65162006205",313123,"GA302"
"65162008203",1431235,"CN709"
"65162010110",310430,"CN400"
"65162010111",310430,"CN400"
"65162010150",310430,"CN400"
"65162010210",310431,"CN400"
"65162010211",310431,"CN400"
"65162010250",310431,"CN400"
"65162010350",310432,"CN400"
"65162011510",857005,"CN101"
"65162011511",857005,"CN101"
"65162011550",857005,"CN101"
"65162014908",2399898,"HS300"
"65162018810",198013,"MS102"
"65162018910",198012,"MS102"
"65162019011",198014,"MS102"
"65162019050",198014,"MS102"
"65162021210",855671,"CN400"
"65162022621",1797113,"GU500"
"65162022621",1797113,"HS300"
"65162022623",1797113,"GU500"
"65162022623",1797113,"HS300"
"65162024709",197499,"CV701"
"65162025009",197500,"CV701"
"65162027110",198334,"AM650"
"65162027210",198335,"AM650"
"65162027250",198335,"AM650"
"65162032309",1098134,"VT103"
"65162035803",2531285,"HS200"
"65162036110",310410,"VT102"
"65162036111",310410,"VT102"
"65162037110",863636,"GU201"
"65162037210",863619,"GU201"
"65162041503",351267,"CN101"
"65162041603",351266,"CN101"
"65162044110",995624,"CN550"
"65162044210",995666,"CN550"
"65162044211",995666,"CN550"
"65162046450",197805,"MS102"
"65162046510",197806,"MS102"
"65162046550",197806,"MS102"
"65162046610",197807,"MS102"
"65162046650",197807,"MS102"
"65162046932",2266506,"HS200"
"65162046935",2266506,"HS200"
"65162047505",1000405,"HS800"
"65162047505",1000405,"AN500"
"65162047509",1000405,"HS800"
"65162047509",1000405,"AN500"
"65162047810",1648755,"AM600"
"65162050606",310992,"MS102"
"65162052111",992447,"AH100"
"65162055310",351254,"MS200"
"65162055610",198241,"CN302"
"65162055710",198242,"CN302"
"65162057310",857328,"AU300"
"65162062710",835603,"CN101"
"65162062711",835603,"CN101"
"65162062750",835603,"CN101"
"65162063609",251872,"GA900"
"65162063709",314200,"GA900"
"65162063711",314200,"GA900"
"65162064978",283536,"CN400"
"65162067684",1797867,"NT400"
"65162068090",991528,"RE507"
"65162068110",1094107,"GU100"
"65162068210",1094104,"GU100"
"65162068784",311376,"CN302"
"65162069179",312085,"GA605"
"65162069890",283523,"CN400"
"65162070588",351285,"CN609"
"65162071003",197541,"MS400"
"65162071110",197745,"CV490"
"65162071310",197746,"CV490"
"65162074510",992438,"AH100"
"65162075009",351172,"HS900"
"65162075210",898687,"CV800"
"65162075450",898719,"CV800"
"65162075510",1099563,"CN400"
"65162076610",855332,"BL110"
"65162076910",855296,"BL110"
"65162077810",1244214,"HS051"
"65162080114",313211,"AN100"
"65162080214",313209,"AN100"
"65162080314",317160,"AN100"
"65162080710",260243,"HS800"
"65162080810",312641,"HS800"
"65162083366",855633,"DE200"
"65162083594",197312,"DE103"
"65162083614",141859,"DE103"
"65162083809",349199,"CV805"
"65162083909",349201,"CV805"
"65162084009",349200,"CV805"
"65162088103",1040041,"CN709"
"65162088203",1297278,"CN709"
"65162089129",1797865,"NT200"
"65162089374",485496,"CN709"
"65162089603",602964,"CN709"
"65162089703",402131,"CN709"
"65162089709",402131,"CN709"
"65162089803",349545,"CN709"
"65162089809",349545,"CN709"
"65162089903",349490,"CN709"
"65162090203",349547,"CN709"
"65162098908",2110774,"HS300"
"65162099308",2110780,"HS300"
"65162099508",2110783,"HS300"
"65162099708",2110786,"HS300"
"65597040220",2183131,"AN900"
"65597040720",2626399,"AN900"
"65628020510",2000133,"AM900"
"65649000330",1873765,"GA900"
"65649030302",856666,"AM900"
"65702028810",1366459,NA
"65702071110",1875614,NA
"65702071210",1875614,NA
"65862-0010-05",861004,"HS502"
"65862-0014-01",308192,"AM111"
"65862-0017-05",308191,"GA303"
"65862-0017-05",308191,"AM111"
"65862-0077-01",309309,"AM400"
"65862-0081-01",861748,"HS502"
"65862-0148-36",313160,"CN105"
"65862-0177-60",200346,"AM117"
"65862-0188-30",312086,"GA605"
"65862-0193-99",310385,"CN609"
"65862-0194-01",313989,"CN609"
"65862-0202-99",979492,"CV805"
"65862-0226-60",197517,"GA303"
"65862-0226-60",197517,"AM200"
"65862-0294-90",859747,"CV350"
"65862-0295-90",859751,"CV350"
"65862-0295-99",859751,"CV350"
"65862-0374-05",349332,"CN609"
"65862-0390-10",104894,"GA605"
"65862-0420-01",198335,"AM650"
"65862-0449-90",313564,"AM800"
"65862-0477-01",261962,"CV800"
"65862-0502-20",617296,"AM111"
"65862-0503-01",562508,"AM111"
"65862-0503-20",562508,"AM111"
"65862-0560-90",314200,"GA900"
"65862-0574-90",200224,"RE109"
"65862-0584-01",898356,"CV400"
"65862-0598-05",863669,"CV150"
"65862-0641-63",749783,"AM200"
"65862-0677-01",308048,"CN302"
"65862-0677-05",308048,"CN302"
"65862000505",283672,"CN609"
"65862000605",200371,"CN609"
"65862000705",309314,"CN609"
"65862000801",861007,"HS502"
"65862000805",861007,"HS502"
"65862000899",861007,"HS502"
"65862001001",861004,"HS502"
"65862001005",861004,"HS502"
"65862001099",861004,"HS502"
"65862001101",312940,"CN609"
"65862001105",312940,"CN609"
"65862001130",312940,"CN609"
"65862001201",312941,"CN609"
"65862001205",312941,"CN609"
"65862001230",312941,"CN609"
"65862001301",312938,"CN609"
"65862001305",312938,"CN609"
"65862001330",312938,"CN609"
"65862001401",308192,"AM111"
"65862001501",308194,"AM111"
"65862001605",308182,"AM111"
"65862001701",308191,"GA303"
"65862001701",308191,"AM111"
"65862001705",308191,"GA303"
"65862001705",308191,"AM111"
"65862001801",309112,"AM115"
"65862001901",309114,"AM115"
"65862001905",309114,"AM115"
"65862005090",312962,"CV350"
"65862005190",314231,"CV350"
"65862005299",312961,"CV350"
"65862005390",198211,"CV350"
"65862006299",866924,"CV100"
"65862006301",866514,"CV100"
"65862006399",866514,"CV100"
"65862006401",866511,"CV100"
"65862007075",313850,"AM111"
"65862007101",308189,"AM111"
"65862007150",308189,"AM111"
"65862007175",308189,"AM111"
